"Silty clay"||"144644567"|"147102307"
|"Bedrock"|"144644987"|"147101157"
"Clay"||"144644986"|"147101156"
"Silty clay"||"144644981"|"147101305"
"Silty clay"||"144644982"|"147101306"
"Clay"||"144644983"|"147101158"
"Clay"||"144644984"|"147101602"
"Clay"||"144644985"|"147101603"
"Clay"||"144644254"|"147103385"
"Clay loam"||"144644255"|"147103384"
"Clay"||"144644256"|"147103198"
"Silty clay"||"144644257"|"147103383"
|"Bedrock"|"144644259"|"147103382"
"Clay"||"144644258"|"147103355"
|"Bedrock"|"144644571"|"147101600"
"Clay"||"144644573"|"147101601"
"Silty clay"||"144644574"|"147101304"
"Clay"||"144644575"|"147101463"
"Silty clay"||"144644576"|"147101464"
"Clay"||"144644577"|"147101303"
"Clay"||"144644572"|"147101155"
|"Bedrock"|"144644578"|"147101302"
|"Bedrock"|"144643650"|"147103364"
"Clay loam"||"144643651"|"147103571"
"Clay"||"144643712"|"147102034"
"Clay"||"144643713"|"147102038"
"Silty clay"||"144643714"|"147102177"
"Clay"||"144643715"|"147102174"
"Silty clay"||"144643716"|"147102452"
"Silty clay loam"||"144644910"|"147103192"
"Clay loam"||"144644911"|"147103193"
"Silty clay"||"144644912"|"147102945"
"Clay loam"||"144644909"|"147103191"
"Clay loam"||"144644913"|"147103077"
"Silty clay loam"||"144644914"|"147102849"
"Silty clay"||"144644915"|"147102850"
"Clay"||"144644917"|"147102944"
"Silty clay"||"144644918"|"147103190"
"Clay"||"144644919"|"147102943"
"Silty clay"||"144644920"|"147103076"
"Clay"||"144644916"|"147103075"
"Loam"||"144643652"|"147103365"
"Loam"||"144643656"|"147103336"
"Clay loam"||"144643657"|"147103490"
"Silty clay loam"||"144643658"|"147103491"
"Loam"||"144643653"|"147103572"
"Clay loam"||"144643654"|"147103335"
"Silty clay loam"||"144643655"|"147103573"
"Loam"||"144643347"|"147103492"
"Loam"||"144643348"|"147103493"
"Clay loam"||"144643349"|"147103337"
"Silty clay loam"||"144643350"|"147103574"
"Loam"||"144643351"|"147103338"
"Clay loam"||"144643352"|"147103575"
"Silty clay loam"||"144643353"|"147103366"
"Loam"||"144643011"|"147103339"
"Clay loam"||"144643012"|"147103576"
"Silty clay loam"||"144643013"|"147103340"
"Loam"||"144643008"|"147103368"
"Clay loam"||"144643009"|"147103369"
"Silty clay loam"||"144643010"|"147103370"
"Clay loam"||"144643014"|"147103367"
"Loam"||"144643357"|"147103494"
"Clay loam"||"144643358"|"147103495"
"Silty clay loam"||"144643359"|"147103496"
"Loam"||"144643354"|"147103497"
"Clay loam"||"144643355"|"147103578"
"Silty clay loam"||"144643356"|"147103341"
"Clay loam"||"144643360"|"147103577"
"Loam"||"144643015"|"147103342"
"Clay loam"||"144643016"|"147103371"
"Silty clay loam"||"144643017"|"147103372"
"Loam"||"144643018"|"147103373"
"Clay loam"||"144643019"|"147103374"
"Silty clay loam"||"144643020"|"147103343"
"Clay loam"||"144643021"|"147103579"
"Fine sandy loam"||"144644707"|"147101970"
"Clay"||"144644710"|"147102109"
"Sandy clay"||"144644711"|"147101702"
"Sandy clay"||"144644708"|"147102110"
"Sandy clay loam"||"144644709"|"147101703"
"Sandy clay loam"||"144644712"|"147101828"
"Clay loam"||"144644713"|"147101829"
"Fine sandy loam"||"144644714"|"147101830"
"Sandy clay loam"||"144642775"|"147102562"
"Clay loam"||"144642776"|"147102677"
"Fine sandy loam"||"144642777"|"147102678"
"Sandy clay"||"144642773"|"147102561"
"Sandy clay loam"||"144642774"|"147102438"
"Fine sandy loam"||"144642778"|"147102729"
"Clay"||"144642771"|"147102730"
"Sandy clay"||"144642772"|"147102437"
"Fine sandy loam"||"144642763"|"147102676"
"Sandy clay loam"||"144642768"|"147102726"
"Clay loam"||"144642769"|"147102727"
"Fine sandy loam"||"144642770"|"147102728"
"Sandy clay"||"144642766"|"147102436"
"Sandy clay loam"||"144642767"|"147102560"
"Clay"||"144642764"|"147102435"
"Sandy clay"||"144642765"|"147102559"
"Fine sandy loam"||"144643022"|"147103580"
"Clay"||"144643023"|"147103344"
"Sandy clay"||"144643024"|"147103498"
"Sandy clay"||"144643025"|"147101263"
"Sandy clay loam"||"144643026"|"147103499"
"Clay loam"||"144643027"|"147103500"
"Fine sandy loam"||"144643028"|"147103501"
"Sandy clay loam"||"144643362"|"147103581"
"Fine sandy loam"||"144643363"|"147103346"
"Loam"||"144643361"|"147103345"
"Sandy clay loam"||"144643030"|"147103347"
"Fine sandy loam"||"144643031"|"147103375"
"Loam"||"144643029"|"147103582"
"Sandy clay"||"144643367"|"147101121"
"Clay loam"||"144643367"|"147101122"
"Loamy fine sand"||"144643367"|"147101123"
"Fine sandy loam"||"144643364"|"147103376"
"Fine sandy loam"||"144643365"|"147103377"
"Loam"||"144643366"|"147103378"
"Loamy fine sand"||"144643662"|"147101559"
"Sandy clay"||"144643662"|"147101560"
"Fine sandy loam"||"144643661"|"147103348"
"Fine sandy loam"||"144643659"|"147103583"
"Loam"||"144643660"|"147103349"
"Clay loam"||"144643666"|"147103584"
"Clay loam"||"144643663"|"147103502"
"Loam"||"144643664"|"147103503"
"Sandy clay loam"||"144643665"|"147103504"
"Fine sandy loam"||"144643667"|"147101419"
"Clay loam"||"144643667"|"147101420"
"Loamy fine sand"||"144643667"|"147101421"
"Silty clay loam"||"144643965"|"147102552"
"Clay loam"||"144643971"|"147102432"
"Silty clay loam"||"144643972"|"147102669"
"Clay"||"144643973"|"147102671"
"Loam"||"144643974"|"147102557"
"Loam"||"144643975"|"147102720"
"Clay loam"||"144643976"|"147102722"
"Silty clay loam"||"144643977"|"147102724"
"Fine sandy loam"||"144643978"|"147102555"
"Clay"||"144643979"|"147102430"
"Loam"||"144643966"|"147102426"
"Clay loam"||"144643967"|"147102553"
"Silty clay loam"||"144643968"|"147102428"
"Silty clay"||"144643969"|"147102716"
"Clay"||"144643970"|"147102718"
"Loamy sand"||"144644002"|"147101160"
"Sand"||"144644003"|"147101161"
"Coarse sand"||"144644004"|"147101308"
"Loamy sand"||"144644005"|"147101605"
"Coarse sand"||"144644006"|"147101309"
"Loamy sand"||"144644006"|"147101310"
"Coarse sand"||"144644007"|"147101606"
"Sand"||"144644008"|"147101159"
"Coarse sand"||"144643997"|"147101465"
