"Ustic"|"24092586"|"10124255"
"Ustic"|"24092702"|"10124282"
"Ustic"|"24092587"|"10124256"
"Ustic"|"24093212"|"10124373"
"Ustic"|"24092516"|"10124244"
"Ustic"|"24092512"|"10124243"
"Ustic"|"24092588"|"10124257"
"Ustic"|"24092703"|"10124283"
"Ustic"|"24092589"|"10124258"
"Ustic"|"24092704"|"10124284"
"Ustic"|"24092814"|"10124294"
"Ustic"|"24092815"|"10124295"
"Ustic"|"24092934"|"10124318"
"Ustic"|"24092935"|"10124319"
"Ustic"|"24092936"|"10124320"
"Ustic"|"24092937"|"10124321"
"Ustic"|"24092938"|"10124322"
"Ustic"|"24092944"|"10124323"
"Ustic"|"24092945"|"10124324"
"Ustic"|"24092946"|"10124325"
"Ustic"|"24092948"|"10124326"
"Ustic"|"24092865"|"10124302"
"Ustic"|"24092866"|"10124303"
"Ustic"|"24092867"|"10124304"
"Ustic"|"24092868"|"10124305"
"Ustic"|"24092869"|"10124306"
