# ----------------------------------------
# SACRD.org v2 - GA4
# Portal Events-Portals
# 20251201-20251231
# ----------------------------------------

,,,Segment,Is US Portal,Totals
https://www.sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_master,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,attribute,303,13,13
https://www.sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=315,attribute,315,13,13
https://sacrd.org/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,guideme,-,12,12
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,attribute,303,12,12
https://www.sacrd.org/portal/housingservices/?gp=mainPage,?gp=mainPage,clear,-,12,12
https://www.sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_master,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,guideme,-,12,12
https://www.sacrd.org/MentalHealth/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mhp_start,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mhp_start,guideme,-,11,11
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78217&a=302,?gp=hsp_masterselector&zipcode=78217&a=302,attribute,302,11,11
https://www.comalcares.org/portal/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,10,10
https://www.sacrd.org/MentalHealth/?gp=mhp_start,?gp=mhp_start,guideme,-,10,10
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,guideme,-,10,10
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78217&a=302,?gp=hsp_masterselector&zipcode=78217&a=302,guideme,-,10,10
https://www.sacrd.org/portal/housingservices/?zipcode=78205&gp=mainPage#,?zipcode=78205&gp=mainPage,clear,-,10,10
https://www.sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a,"?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=302,315",attribute,315,10,10
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=320,?gp=mainPage&a=320,attribute,320,9,9
https://sacrd.org/portal/housingservices/?gp=mainPage&zipcode=78212&a=322,?gp=mainPage&zipcode=78212&a=322,attribute,322,8,8
https://sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=315,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=315,attribute,315,8,8
https://www.comalcares.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78130&a=302,?gp=hsp_masterselector&zipcode=78130&a=302,attribute,302,8,8
https://www.comalcares.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78130&a=302,?gp=hsp_masterselector&zipcode=78130&a=302,guideme,-,8,8
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,315,317","?gp=mainPage&a=302,315,317",attribute,317,8,8
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=302,317","?gp=mainPage&a=302,317",attribute,317,8,8
https://www.sacrd.org/portal/housingservices/?zipcode=78220&lat=29.42364&lng=-98.48647&gp=hsp_master,?zipcode=78220&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,guideme,-,8,8
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,attribute,303,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=303,?gp=hsp_masterselector&zipcode=78205&a=303,guideme,-,7,7
https://sacrd.org/portal/housingservices/?gp=mainPage&a=304,?gp=mainPage&a=304,attribute,304,7,7
https://sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=302,"?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=302,315",attribute,315,7,7
https://sacrd.org/portal/housingservices/?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,attribute,302,7,7
https://sacrd.org/portal/housingservices/?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,attribute,303,7,7
https://sacrd.org/portal/housingservices/?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_startingpa,?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,guideme,-,7,7
https://www.sacrd.org/MentalHealth/?zip=76701&gp=mhp_start,?zip=76701&gp=mhp_start,guideme,-,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=302,?gp=hsp_masterselector&zipcode=78201&a=302,attribute,302,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=302,?gp=hsp_masterselector&zipcode=78201&a=302,guideme,-,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78218&a=302,?gp=hsp_masterselector&zipcode=78218&a=302,attribute,302,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78218&a=302,?gp=hsp_masterselector&zipcode=78218&a=302,guideme,-,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78238&a=302,?gp=hsp_masterselector&zipcode=78238&a=302,attribute,302,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78238&a=302,?gp=hsp_masterselector&zipcode=78238&a=302,guideme,-,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78205&a=303,?gp=hsp_needhelpwith&zipcode=78205&a=303,guideme,-,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78238&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78238&a=302&nhw=3,guideme,-,7,7
https://www.sacrd.org/portal/housingservices/?gp=hsp_startingpage#,?gp=hsp_startingpage,guideme,-,7,7
https://www.sacrd.org/portal/housingservices/?gp=mainPage&zipcode=78201#,?gp=mainPage&zipcode=78201,clear,-,7,7
https://www.sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_needhe,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwith&a=303&nhw=0,guideme,-,7,7
https://www.sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=301,attribute,301,7,7
https://www.sacrd.org/portal/housingservices/?zipcode=78229&lat=29.42364&lng=-98.48647&gp=hsp_master,?zipcode=78229&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,attribute,302,7,7
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=302,?gp=hsp_masterselector&zipcode=78201&a=302,attribute,302,6,6
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78201&a=302,?gp=hsp_masterselector&zipcode=78201&a=302,guideme,-,6,6
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78218&a=302,?gp=hsp_masterselector&zipcode=78218&a=302,attribute,302,6,6
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78218&a=302,?gp=hsp_masterselector&zipcode=78218&a=302,guideme,-,6,6
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78229&a=302,?gp=hsp_masterselector&zipcode=78229&a=302,attribute,302,6,6
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78229&a=302,?gp=hsp_masterselector&zipcode=78229&a=302,guideme,-,6,6
https://sacrd.org/portal/housingservices/?gp=hsp_notesPage,?gp=hsp_notesPage,guideme,-,6,6
"https://sacrd.org/portal/housingservices/?gp=mainPage&a=302,304","?gp=mainPage&a=302,304",attribute,304,6,6
https://sacrd.org/portal/housingservices/?gp=mainPage&zipcode=78245&a=302,?gp=mainPage&zipcode=78245&a=302,attribute,302,6,6
https://sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,attribute,303,6,6
https://sacrd.org/portal/housingservices/?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,guideme,-,6,6
https://www.sacrd.org/MentalHealth/?zip=76701&zipcode=78205&lat=29.42364&lng=-98.48647&gp=mhp_start,?zip=76701&zipcode=78205&lat=29.42364&lng=-98.48647&gp=mhp_start,guideme,-,6,6
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78250&a=302,?gp=hsp_masterselector&zipcode=78250&a=302,attribute,302,6,6
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78250&a=302,?gp=hsp_masterselector&zipcode=78250&a=302,guideme,-,6,6
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78201&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78201&a=302&nhw=3,guideme,-,6,6
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78217&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78217&a=302&nhw=3,guideme,-,6,6
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78218&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78218&a=302&nhw=3,guideme,-,6,6
https://www.sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78250&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78250&a=302&nhw=3,guideme,-,6,6
https://www.sacrd.org/portal/housingservices/?gp=hsp_notesPage,?gp=hsp_notesPage,guideme,-,6,6
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=317,?gp=mainPage&a=317,attribute,317,6,6
https://www.sacrd.org/portal/housingservices/?zipcode=78201&lat=29.42364&lng=-98.48647&gp=hsp_starti,?zipcode=78201&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,guideme,-,6,6
https://www.sacrd.org/portal/housingservices/?zipcode=78205&gp=mainPage,?zipcode=78205&gp=mainPage,clear,-,6,6
https://www.sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a,"?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=303,304",attribute,304,6,6
https://www.sacrd.org/portal/housingservices/?zipcode=78207&lat=29.42364&lng=-98.48647&gp=mainPage&s,?zipcode=78207&lat=29.42364&lng=-98.48647&gp=mainPage&s=Help paying light &a=317,attribute,317,6,6
https://www.sacrd.org/portal/housingservices/?zipcode=78218&lat=29.42364&lng=-98.48647&gp=hsp_master,?zipcode=78218&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,attribute,303,6,6
https://www.sacrd.org/portal/housingservices/?zipcode=78220&lat=29.42364&lng=-98.48647&gp=hsp_master,?zipcode=78220&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,attribute,302,6,6
https://sacrd.org/MentalHealth/?gp=mhp_start,?gp=mhp_start,guideme,-,5,5
https://sacrd.org/housingservices/?gp=mainPage&a=303,?gp=mainPage&a=303,attribute,303,5,5
https://sacrd.org/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=303,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=303,attribute,303,5,5
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78201&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78201&a=302&nhw=3,guideme,-,5,5
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78205&a=303&nhw=0,?gp=hsp_needhelpwith&zipcode=78205&a=303&nhw=0,guideme,-,5,5
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78229&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78229&a=302&nhw=3,guideme,-,5,5
https://sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,guideme,-,5,5
https://sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_notesPage,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_notesPage,guideme,-,5,5
https://sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=317,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=mainPage&a=317,attribute,317,5,5
https://sacrd.org/portal/housingservices/?zipcode=78213&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78213&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,attribute,302,5,5
https://sacrd.org/portal/housingservices/?zipcode=78217&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78217&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,attribute,302,5,5
https://sacrd.org/portal/housingservices/?zipcode=78217&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78217&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,guideme,-,5,5
https://sacrd.org/portal/housingservices/?zipcode=78217&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwi,?zipcode=78217&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwith&a=302&nhw=3,guideme,-,5,5
https://sacrd.org/portal/housingservices/?zipcode=78228&lat=29.42364&lng=-98.48647&gp=hsp_startingpa,?zipcode=78228&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,guideme,-,5,5
https://sacrd.org/portal/sadigitalconnects/?gp=mainPage&a=299,?gp=mainPage&a=299,attribute,299,5,5
https://www.comalcares.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78130&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78130&a=302&nhw=3,guideme,-,5,5
https://www.hillcountryresources.org/?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&a=588,?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&a=588,attribute,588,5,5
https://www.sacrd.org/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,5,5
https://www.sacrd.org/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,guideme,-,5,5
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=302,?gp=hsp_masterselector&zipcode=78205&a=302,attribute,302,5,5
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78205&a=302,?gp=hsp_masterselector&zipcode=78205&a=302,guideme,-,5,5
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=301,?gp=mainPage&a=301,attribute,301,5,5
"https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=303,304","?gp=mainPage&a=303,304",attribute,304,5,5
https://www.sacrd.org/portal/housingservices/?gp=mainPage&a=428,?gp=mainPage&a=428,attribute,428,5,5
https://www.sacrd.org/portal/housingservices/?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_needhe,?zipcode=78205&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwith&a=303,guideme,-,5,5
https://www.sacrd.org/portal/housingservices/?zipcode=78218&lat=29.42364&lng=-98.48647&gp=hsp_master,?zipcode=78218&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,guideme,-,5,5
https://www.sacrd.org/portal/housingservices/?zipcode=78229&lat=29.42364&lng=-98.48647&gp=hsp_master,?zipcode=78229&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,guideme,-,5,5
https://www.sacrd.org/portal/housingservices/?zipcode=78229&lat=29.42364&lng=-98.48647&gp=hsp_needhe,?zipcode=78229&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwith&a=302&nhw=3,guideme,-,5,5
https://www.sacrd.org/portal/housingservices/?zipcode=78229&lat=29.42364&lng=-98.48647&gp=hsp_starti,?zipcode=78229&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,guideme,-,5,5
https://www.sacrd.org/portal/mhp/?gp=mainPage&a=102,?gp=mainPage&a=102,attribute,102,5,5
https://www.sacrd.org/portal/sadigitalconnects/?gp=mainPage#,?gp=mainPage,clear,-,5,5
https://www.sacrd.org/portal/sadigitalconnects/?gp=mainPage&a=299,?gp=mainPage&a=299,attribute,299,5,5
https://comalcares.org/portal/housingservices/?gp=hsp_startingpage,?gp=hsp_startingpage,guideme,-,4,4
https://comalcares.org/portal/housingservices/?gp=mainPage&a=302,?gp=mainPage&a=302,attribute,302,4,4
"https://hillcountryresources.org/?gp=mainPage&a=588,590,619","?gp=mainPage&a=588,590,619",attribute,619,4,4
https://hillcountryresources.org/?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&a=593,?zipcode=78624&lat=30.29227&lng=-98.87141&gp=mainPage&a=593,attribute,593,4,4
https://sacrd.org/MentalHealth/?gp=mhp_seeking_help_for&zipcode=78249&a=569,?gp=mhp_seeking_help_for&zipcode=78249&a=569,attribute,569,4,4
https://sacrd.org/portal/disabilitysupport/?gp=mainPage,?gp=mainPage,clear,-,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78109&a=302,?gp=hsp_masterselector&zipcode=78109&a=302,attribute,302,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78109&a=302,?gp=hsp_masterselector&zipcode=78109&a=302,guideme,-,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78227&a=302,?gp=hsp_masterselector&zipcode=78227&a=302,attribute,302,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78227&a=302,?gp=hsp_masterselector&zipcode=78227&a=302,guideme,-,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78240&a=302,?gp=hsp_masterselector&zipcode=78240&a=302,attribute,302,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78240&a=302,?gp=hsp_masterselector&zipcode=78240&a=302,guideme,-,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78249&a=302,?gp=hsp_masterselector&zipcode=78249&a=302,attribute,302,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78249&a=302,?gp=hsp_masterselector&zipcode=78249&a=302,guideme,-,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_needhelpwith&zipcode=78109&a=302&nhw=3,?gp=hsp_needhelpwith&zipcode=78109&a=302&nhw=3,guideme,-,4,4
https://sacrd.org/portal/housingservices/?gp=hsp_zipcode,?gp=hsp_zipcode,guideme,-,4,4
https://sacrd.org/portal/housingservices/?gp=mainPage,?gp=mainPage,clear,-,4,4
https://sacrd.org/portal/housingservices/?gp=mainPage&a=576,?gp=mainPage&a=576,attribute,576,4,4
https://sacrd.org/portal/housingservices/?gp=mainPage&zipcode=78245&a=303,?gp=mainPage&zipcode=78245&a=303,attribute,303,4,4
https://sacrd.org/portal/housingservices/?zipcode=78154&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78154&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,attribute,302,4,4
https://sacrd.org/portal/housingservices/?zipcode=78154&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78154&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,guideme,-,4,4
https://sacrd.org/portal/housingservices/?zipcode=78154&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwi,?zipcode=78154&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwith&a=302&nhw=3,guideme,-,4,4
https://sacrd.org/portal/housingservices/?zipcode=78213&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78213&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,attribute,303,4,4
https://sacrd.org/portal/housingservices/?zipcode=78228&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78228&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=301,attribute,301,4,4
https://sacrd.org/portal/housingservices/?zipcode=78228&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78228&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=301,guideme,-,4,4
https://sacrd.org/portal/housingservices/?zipcode=78237&lat=29.42364&lng=-98.48647&gp=hsp_startingpa,?zipcode=78237&lat=29.42364&lng=-98.48647&gp=hsp_startingpage,guideme,-,4,4
https://sacrd.org/portal/housingservices/?zipcode=78237&lat=29.42364&lng=-98.48647&gp=mainPage&a=303,?zipcode=78237&lat=29.42364&lng=-98.48647&gp=mainPage&a=303,attribute,303,4,4
https://sacrd.org/portal/housingservices/?zipcode=78238&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78238&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,attribute,302,4,4
https://sacrd.org/portal/housingservices/?zipcode=78238&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78238&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=302,guideme,-,4,4
https://sacrd.org/portal/housingservices/?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_mastersele,?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_masterselector&a=303,guideme,-,4,4
https://sacrd.org/portal/housingservices/?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwi,?zipcode=78251&lat=29.42364&lng=-98.48647&gp=hsp_needhelpwith&a=302&nhw=3,guideme,-,4,4
https://sacrd.org/portal/westcaretx/?gp=mainPage&a=218,?gp=mainPage&a=218,attribute,218,4,4
https://www.sacrd.org/MentalHealth/?gp=mhp_seeking_help_for&zipcode=78228&a=569,?gp=mhp_seeking_help_for&zipcode=78228&a=569,attribute,569,4,4
https://www.sacrd.org/MentalHealth/?gp=mhp_seeking_help_for&zipcode=78228&a=569,?gp=mhp_seeking_help_for&zipcode=78228&a=569,guideme,-,4,4
https://www.sacrd.org/es/portal/housingservices/?zipcode=78205&lat=29&lng=-98&gp=hsp_startingpage,?zipcode=78205&lat=29&lng=-98&gp=hsp_startingpage,guideme,-,4,4
"https://www.sacrd.org/housingservices/?gp=mainPage&a=302,315","?gp=mainPage&a=302,315",attribute,315,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_helppayhousing&zipcode=78201&a=302&nhw=3&gr=28,?gp=hsp_helppayhousing&zipcode=78201&a=302&nhw=3&gr=28,attribute,28,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78109&a=302,?gp=hsp_masterselector&zipcode=78109&a=302,attribute,302,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78109&a=302,?gp=hsp_masterselector&zipcode=78109&a=302,guideme,-,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78215&a=303,?gp=hsp_masterselector&zipcode=78215&a=303,attribute,303,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78215&a=303,?gp=hsp_masterselector&zipcode=78215&a=303,guideme,-,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78217&a=303,?gp=hsp_masterselector&zipcode=78217&a=303,attribute,303,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78220&a=302,?gp=hsp_masterselector&zipcode=78220&a=302,attribute,302,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78220&a=302,?gp=hsp_masterselector&zipcode=78220&a=302,guideme,-,4,4
https://www.sacrd.org/portal/housingservices/?gp=hsp_masterselector&zipcode=78221&a=302,?gp=hsp_masterselector&zipcode=78221&a=302,attribute,302,4,4
