"ProjectCategory","SMPProjectID","CouncilDistrict","ProjectStreet","StreetFrom","StreetTo","ProjectLimits","FiscalYear","Application","Type_","Force","WeightedPCI","PBaseFail","FieldBasePave","PFlatWork","EstTotalCost","ProjectStatus","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","ProjectManager","Contact","Shape_Length","Sealant_App","PCI_Factor","ActStart","ActFinish","ActDuration","START","Oday","Odate","Omonth","Ohour","Oyear","Otime"
"Preservation","32824","7","Maiden Ln","Culebra Rd","Riverdale",NA,2018,"Crack Seal - City","Sealant","City",59,0,0,0,3890.12191507363,"Proposed 2018 - 2022",NA,NA,2017-12-14,2017-12-14,NA,NA,1959.39941854799,"Crack Seal","D (41-60)",2017-12-14,2017-12-14,0,2017-12-14,"Thursday",14,"December",0,"2017","Morning"
"Preservation","32860","6","Moortown Dr","Culebra Rd","Topcroft Dr",NA,2018,"Crack Seal - City","Sealant","City",93,0,0,0,1569.61770091913,"Proposed 2018 - 2022",NA,NA,2018-05-24,2018-05-24,NA,NA,769.979613459601,"Crack Seal","A (86-100)",2018-05-24,2018-05-24,0,2018-05-24,"Thursday",24,"May",0,"2018","Morning"
"Preservation","32870","1","Burwood Ln","Westmoreland","Basilwood",NA,2018,"Slurry Seal - City","Sealant","City",64,0,0,0,23967.8581276172,"Proposed 2018 - 2022",NA,NA,2018-09-17,2018-09-17,NA,NA,2493.18912561899,"Slurry Seal","C (61-70)",2018-09-17,2018-09-17,0,2018-09-17,"Monday",17,"September",0,"2018","Morning"
"Preservation","32904","2","Army Blvd","Broadway","N Pine St",NA,2018,"Micro Surface - Contract","Sealant","Contract",75,0,0,0,48951.8351246965,"Proposed 2018-2022",NA,NA,2017-10-27,2017-10-27,NA,NA,1332.530355093,"Microsurface","B (71-85)",2017-10-27,2017-10-27,0,2017-10-27,"Friday",27,"October",0,"2017","Morning"
"Preservation","32905","2","Brahan Blvd","Broadway","N Pine St",NA,2018,"Crack Seal - Contract","Sealant","Contract",85,0,6,0,8165.61692447232,"Proposed 2018-2022 - Deferred from 2018",NA,NA,2018-03-08,2018-03-23,NA,NA,3468.66976371698,"Crack Seal","B (71-85)",2018-03-08,2018-03-23,15,2018-03-08,"Thursday",8,"March",0,"2018","Morning"
"Preservation","32919","9","Bluff Trl","Bluff Park Dr","Walker Ranch",NA,2018,"Crack Seal - City","Sealant","City",98,0,0,0,3260.77991483875,"Proposed 2018 - 2022",NA,NA,2017-11-08,2017-11-08,NA,NA,1528.49058508066,"Crack Seal","A (86-100)",2017-11-08,2017-11-08,0,2017-11-08,"Wednesday",8,"November",0,"2017","Morning"
"Preservation","33064","4","Colt","Westrock Dr","Muleshoe Ln",NA,2018,"Fog Seal - City","Sealant","City",86,0,0,0,3137.41144019127,"Proposed",NA,NA,2018-08-23,2018-08-23,NA,NA,618.683237548672,"Fog Seal","A (86-100)",2018-08-23,2018-08-23,0,2018-08-23,"Thursday",23,"August",0,"2018","Morning"
"Preservation","33067","4","Allenhurst","Cedarhurst Dr","Springvale Dr",NA,2018,"Slurry Seal - City","Sealant","City",82,0,0,0,12048.016126248,"Proposed",NA,NA,2018-07-30,2018-07-30,NA,NA,1253.26103948488,"Slurry Seal","B (71-85)",2018-07-30,2018-07-30,0,2018-07-30,"Monday",30,"July",0,"2018","Morning"
"Preservation","33074","3","Estancia St","Roosevelt Ave","Renova St",NA,2018,"Fog Seal - City","Sealant","City",83,0,0,3,5604.10261502925,"Proposed",NA,NA,2018-09-01,2018-09-01,NA,NA,974.250019997358,"Fog Seal","B (71-85)",2018-09-01,2018-09-01,0,2018-09-01,"Saturday",1,"September",0,"2018","Morning"
"Preservation","33076","3","Rada St","Roosevelt Ave","Renova St",NA,2018,"Fog Seal - City","Sealant","City",78,0,0,3,6609.35980188322,"Proposed",NA,NA,2018-09-01,2018-09-01,NA,NA,1149.00981682343,"Fog Seal","B (71-85)",2018-09-01,2018-09-01,0,2018-09-01,"Saturday",1,"September",0,"2018","Morning"
"Preservation","33142","7","Keystone","Wurzbach Rd","Madeleine",NA,2018,"Slurry Seal - City","Sealant","City",68,0,0,0,18493.4818923347,"Proposed",NA,NA,2018-05-15,2018-05-16,NA,NA,1857.39690917322,"Slurry Seal","C (61-70)",2018-05-15,2018-05-16,1,2018-05-15,"Tuesday",15,"May",0,"2018","Morning"
"Preservation","33151","2","Whispering Lake","Lake Tahoe","Glacier Lake",NA,2018,"Slurry Seal - Contract","Sealant","Contract",87,0,0,0,25837.1767092841,"Proposed",NA,NA,2019-07-12,2019-07-12,NA,NA,2208.30570164822,"Slurry Seal","A (86-100)",2019-07-12,2019-07-12,0,2019-07-12,"Friday",12,"July",0,"2019","Morning"
"Preservation","33195","9","Amethyst Dr","Diamond Chase","Tower Terrace",NA,2018,"Crack Seal - City","Sealant","City",87,0,0,0,702.93545708627,"Proposed",NA,NA,2017-11-08,2017-11-08,NA,NA,426.702521637795,"Crack Seal","A (86-100)",2017-11-08,2017-11-08,0,2017-11-08,"Wednesday",8,"November",0,"2017","Morning"
"Preservation","33196","9","Slate Rdg","Diamond Chase","Tpc Pkwy",NA,2018,"Crack Seal - City","Sealant","City",88,0,0,0,164.224338830473,"Proposed",NA,NA,2017-11-08,2017-11-08,NA,NA,192.45039706696,"Crack Seal","A (86-100)",2017-11-08,2017-11-08,0,2017-11-08,"Wednesday",8,"November",0,"2017","Morning"
"Preservation","33210","9","Henderson Pass","Moss Brair","Brook Holw",NA,2018,"Crack Seal - City","Sealant","City",74,0,0,0,7204.89875096306,"Proposed",NA,NA,2017-11-09,2017-12-05,NA,NA,2542.86497329003,"Crack Seal","B (71-85)",2017-11-09,2017-12-05,26,2017-11-09,"Thursday",9,"November",0,"2017","Morning"
"Preservation","33233","1","W Rosewood Ave","Fredericksburg Rd","Warner Ave",NA,2018,"Micro Surface - Contract","Sealant","Contract",85,0,0,3,78704.9781069713,"Proposed",NA,NA,2018-08-03,2018-08-10,NA,NA,2776.95707657277,"Microsurface","B (71-85)",2018-08-03,2018-08-10,7,2018-08-03,"Friday",3,"August",0,"2018","Morning"
"Preservation","33244","5","Monterey St","S General Mcmullen","Dead End",NA,2018,"Slurry Seal - City","Sealant","City",72,0,0,0,7604.86708433419,"Proposed",NA,NA,2018-06-05,2018-06-11,NA,NA,738.336610129533,"Slurry Seal","B (71-85)",2018-06-05,2018-06-11,6,2018-06-05,"Tuesday",5,"June",0,"2018","Morning"
"Preservation","33270","7","Stonefield Place","W Loop 1604 N Access Rd","Wilderness Gap",NA,2018,"Micro Surface - Contract","Sealant","Contract",74,0,0,0,152300,"Approved 2018-2022",NA,NA,2018-07-27,2018-08-07,NA,NA,5457.80570693657,"Microsurface","B (71-85)",2018-07-27,2018-08-07,11,2018-07-27,"Friday",27,"July",0,"2018","Morning"
"Preservation","33374","9","Creek Mountain","Creek Farm","Creek Stone",NA,2018,"Fog Seal - City","Sealant","City",88,0,0,0,5658.24256804586,"Proposed",NA,NA,2018-06-27,2018-06-27,NA,NA,867.82861473096,"Fog Seal","A (86-100)",2018-06-27,2018-06-27,0,2018-06-27,"Wednesday",27,"June",0,"2018","Morning"
"Preservation","33375","9","Creek Stone","Creek Mountain","Creek Holw",NA,2018,"Fog Seal - City","Sealant","City",86,0,0,0,1782.24429022673,"Proposed",NA,NA,2018-06-27,2018-06-27,NA,NA,337.302188413514,"Fog Seal","A (86-100)",2018-06-27,2018-06-27,0,2018-06-27,"Wednesday",27,"June",0,"2018","Morning"
"Preservation","33381","6","Kentisbury","Hyatt Dr","Cul-De-Sac",NA,2018,"Fog Seal - City","Sealant","City",81,0,0,0,3876.68647953141,"Proposed",NA,NA,2018-08-14,2018-08-14,NA,NA,747.378933022698,"Fog Seal","B (71-85)",2018-08-14,2018-08-14,0,2018-08-14,"Tuesday",14,"August",0,"2018","Morning"
"Preservation","33495","10","Front Royal","Falls Church","Nacogdoches Rd",NA,2018,"Fog Seal - Contract","Sealant","Contract",77,0,0,0,30285.5998877493,"Proposed",NA,NA,2018-07-23,2018-12-01,NA,NA,2097.34071244801,"Fog Seal","B (71-85)",2018-07-23,2018-12-01,131,2018-07-23,"Monday",23,"July",0,"2018","Morning"
"Preservation","33498","10","Hunting Valley","Stahl Rd","Oriskany",NA,2018,"Fog Seal - Contract","Sealant","Contract",90,0,0,0,20412.9715854801,"Proposed",NA,NA,2018-11-01,2018-12-01,NA,NA,1902.32141401864,"Fog Seal","A (86-100)",2018-11-01,2018-12-01,30,2018-11-01,"Thursday",1,"November",0,"2018","Morning"
"Preservation","33500","10","Harpers Ford","Hunting Valley","Cul-De-Sac",NA,2018,"Slurry Seal - Contract","Sealant","Contract",87,0,0,0,2609.45826252359,"Proposed",NA,NA,2019-04-27,2019-04-30,NA,NA,271.885362737891,"Slurry Seal","A (86-100)",2019-04-27,2019-04-30,3,2019-04-27,"Saturday",27,"April",0,"2019","Morning"
"Preservation","33502","10","Nathan Hale","Hunting Valley","Fort Oswego",NA,2018,"Slurry Seal - Contract","Sealant","Contract",82,0,0,0,3751.00765622802,"Proposed",NA,NA,2019-04-27,2019-04-30,NA,NA,320.260413714085,"Slurry Seal","B (71-85)",2019-04-27,2019-04-30,3,2019-04-27,"Saturday",27,"April",0,"2019","Morning"
"Preservation","33503","10","Oriskany","Hunting Valley","Halifax",NA,2018,"Slurry Seal - Contract","Sealant","Contract",84,0,0,0,3840.03574491962,"Proposed",NA,NA,2019-04-27,2019-04-30,NA,NA,382.167293820049,"Slurry Seal","B (71-85)",2019-04-27,2019-04-30,3,2019-04-27,"Saturday",27,"April",0,"2019","Morning"
"Preservation","33504","10","Fox Den","Martins Ferry","Cul-De-Sac",NA,2018,"Fog Seal - Contract","Sealant","Contract",84,0,0,0,3964.41165699031,"Proposed",NA,NA,2018-07-25,2018-12-01,NA,NA,386.483974085132,"Fog Seal","B (71-85)",2018-07-25,2018-12-01,129,2018-07-25,"Wednesday",25,"July",0,"2018","Morning"
"Preservation","33505","10","Halifax","Martins Ferry","Oriskany",NA,2018,"Slurry Seal - Contract","Sealant","Contract",84,0,0,0,5758.42911171897,"Proposed",NA,NA,2019-04-25,2019-04-29,NA,NA,492.118420520102,"Slurry Seal","B (71-85)",2019-04-25,2019-04-29,4,2019-04-25,"Thursday",25,"April",0,"2019","Morning"
"Preservation","33506","10","Burr Hill","Martins Ferry","Indian Path",NA,2018,"Slurry Seal - Contract","Sealant","Contract",67,0,0,0,17965.4658526877,"Proposed",NA,NA,2019-04-25,2019-04-29,NA,NA,1535.50990193912,"Slurry Seal","C (61-70)",2019-04-25,2019-04-29,4,2019-04-25,"Thursday",25,"April",0,"2019","Morning"
"Preservation","33509","2","Ambrosia","Fargo Ave","Dead End",NA,2018,"Micro Surface - Contract","Sealant","Contract",77,0,0,0,20396.5834938568,"Proposed",NA,NA,2017-10-24,2017-10-24,NA,NA,784.765691293933,"Microsurface","B (71-85)",2017-10-24,2017-10-24,0,2017-10-24,"Tuesday",24,"October",0,"2017","Morning"
"Preservation","33510","2","Drew","Ambrosia","Aransas Ave",NA,2018,"Micro Surface - Contract","Sealant","Contract",77,0,0,0,22750.9408593274,"Proposed",NA,NA,2017-10-27,2017-10-27,NA,NA,966.414383870571,"Microsurface","B (71-85)",2017-10-27,2017-10-27,0,2017-10-27,"Friday",27,"October",0,"2017","Morning"
"Preservation","33527","1","Mill Race","Avenue B","Broadway",NA,2018,"Slurry Seal - Contract","Sealant","Contract",92,0,0,0,3500.47414440473,"Proposed",NA,NA,2019-05-15,2019-05-16,NA,NA,319.487748000776,"Slurry Seal","A (86-100)",2019-05-15,2019-05-16,1,2019-05-15,"Wednesday",15,"May",0,"2019","Morning"
"Preservation","33529","2","N Pine St","Brahan Blvd","Army Blvd",NA,2018,"Slurry Seal - Contract","Sealant","Contract",85,0,0,0,3024.50254635524,"Proposed",NA,NA,2019-05-15,2019-05-16,NA,NA,387.756736712211,"Slurry Seal","B (71-85)",2019-05-15,2019-05-16,1,2019-05-15,"Wednesday",15,"May",0,"2019","Morning"
"Preservation","33550","3","Mission Glory","Mission Stream","Mission Brook",NA,2018,"Micro Surface - Contract","Sealant","Contract",77,0,0,0,24799.0548669701,"Proposed",NA,NA,2017-10-23,2017-10-23,NA,NA,1013.86160535446,"Microsurface","B (71-85)",2017-10-23,2017-10-23,0,2017-10-23,"Monday",23,"October",0,"2017","Morning"
"Preservation","33551","3","Mission Vw","Mission Stream","Mission Brook",NA,2018,"Micro Surface - Contract","Sealant","Contract",79,0,0,0,23890.1372460974,"Proposed",NA,NA,2017-10-23,2017-10-23,NA,NA,976.702258630312,"Microsurface","B (71-85)",2017-10-23,2017-10-23,0,2017-10-23,"Monday",23,"October",0,"2017","Morning"
"Preservation","33552","3","Mission Vista","Mission Stream","Mission Top",NA,2018,"Micro Surface - Contract","Sealant","Contract",76,0,0,0,36226.4350512485,"Proposed",NA,NA,2017-10-27,2017-10-27,NA,NA,1481.04803970762,"Microsurface","B (71-85)",2017-10-27,2017-10-27,0,2017-10-27,"Friday",27,"October",0,"2017","Morning"
"Preservation","33558","3","Mission Rose","Mission Cir","Mission Verde",NA,2018,"Micro Surface - Contract","Sealant","Contract",77,0,0,0,5269.64346804503,"Proposed",NA,NA,2017-10-27,2017-10-27,NA,NA,215.439226003476,"Microsurface","B (71-85)",2017-10-27,2017-10-27,0,2017-10-27,"Friday",27,"October",0,"2017","Morning"
"Preservation","33565","3","Mission Cv","Cul-De-Sac","Mission Pass",NA,2018,"Micro Surface - Contract","Sealant","Contract",77,0,0,0,4145.9697328344,"Proposed",NA,NA,2017-10-23,2017-10-23,NA,NA,222.157985246658,"Microsurface","B (71-85)",2017-10-23,2017-10-23,0,2017-10-23,"Monday",23,"October",0,"2017","Morning"
"Preservation","33566","3","Mission Field","Mission Pass","Mission Gap",NA,2018,"Micro Surface - Contract","Sealant","Contract",76,0,0,0,11063.2609799032,"Proposed",NA,NA,NA,NA,NA,NA,452.300121827603,"Microsurface","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33575","10","Center Point Rd","Perrin Beitel","Terra Loop Rd",NA,2018,"Fog Seal - Contract","Sealant","Contract",85,0,0,3,8766.0511510574,"Proposed",NA,NA,NA,NA,NA,NA,1103.23137583646,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33576","10","Terra Summit Rd","Center Point Rd","Terra Loop Rd",NA,2018,"Fog Seal - Contract","Sealant","Contract",75,0,0,3,3687.03770105353,"Proposed",NA,NA,NA,NA,NA,NA,404.280449676922,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33591","2","Beacon Bay","Randolph Blvd","Adkins Rdg",NA,2018,"Crack Seal - Contract","Sealant","Contract",84,0,0,0,4415.06267189143,"Proposed",NA,NA,NA,NA,NA,NA,1608.85676256175,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33592","2","Adkins Rdg","Adobe Grove","Booker Palm",NA,2018,"Slurry Seal - Contract","Sealant","Contract",72,0,0,0,7304.72637161319,"Proposed",NA,NA,NA,NA,NA,NA,695.638602543674,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33593","2","Adobe Grove","Beacon Bay","Adkins Rdg",NA,2018,"Crack Seal - Contract","Sealant","Contract",84,0,0,0,660.783254109622,"Proposed",NA,NA,NA,NA,NA,NA,270.893564567292,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33594","2","Beacon Oak","Beacon Bay","Booker Palm",NA,2018,"Crack Seal - Contract","Sealant","Contract",88,0,0,0,1040.41172769985,"Proposed",NA,NA,NA,NA,NA,NA,371.57561703566,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33595","2","Booker Palm","Adkins Rdg","Anchorage Bay",NA,2018,"Fog Seal - Contract","Sealant","Contract",77,0,0,0,10598.5643684923,"Proposed",NA,NA,NA,NA,NA,NA,996.105673730483,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33598","2","Bedford Bay","Beacon Bay","Basin Elm",NA,2018,"Crack Seal - Contract","Sealant","Contract",89,0,0,0,669.713808859258,"Proposed",NA,NA,NA,NA,NA,NA,290.662628831585,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33599","2","Basin Elm","Beacon Bay","Bedford Bay",NA,2018,"Crack Seal - Contract","Sealant","Contract",90,0,0,0,1303.67688432815,"Proposed",NA,NA,NA,NA,NA,NA,505.836076525253,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33600","2","Anchorage Bay","Beacon Bay","Booker Palm",NA,2018,"Fog Seal - Contract","Sealant","Contract",79,0,0,0,3462.87202225669,"Proposed",NA,NA,NA,NA,NA,NA,378.09203865254,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33626","2","Bronco Way","Cul-De-Sac","Dull Knife Way",NA,2018,"Slurry Seal - Contract","Sealant","Contract",79,0,0,0,21509.9694289559,"Proposed",NA,NA,NA,NA,NA,NA,1898.56588394847,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33627","2","Frontier Cv","Dead End","Wolf Crossing",NA,2018,"Slurry Seal - Contract","Sealant","Contract",75,0,0,0,9448.29315046438,"Proposed",NA,NA,NA,NA,NA,NA,807.546423116613,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33628","2","Wolf Crossing","Frontier Cv","Fort Laramie",NA,2018,"Fog Seal - Contract","Sealant","Contract",81,0,0,0,17431.3792808856,"Proposed",NA,NA,NA,NA,NA,NA,672.814372059711,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33629","2","Moongrove Pass","Dead End","Fort Laramie",NA,2018,"Fog Seal - Contract","Sealant","Contract",80,0,0,0,9797.6714168288,"Proposed",NA,NA,NA,NA,NA,NA,724.67983852284,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33630","2","Mallard Meadow","Fm 78","Dancing Ct",NA,2018,"Slurry Seal - Contract","Sealant","Contract",83,0,0,0,15339.0915517312,"Proposed",NA,NA,NA,NA,NA,NA,936.452475685663,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33631","2","Dahlia Terrace","Midcrown Dr","Castle Vw",NA,2018,"Slurry Seal - Contract","Sealant","Contract",79,0,0,0,15192.5099781237,"Proposed",NA,NA,NA,NA,NA,NA,1498.27514577157,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33633","2","Enchantment","Santa Catalina Cv","Azalea Sq",NA,2018,"Slurry Seal - Contract","Sealant","Contract",71,0,0,0,28031.213715313,"Proposed",NA,NA,NA,NA,NA,NA,1017.39306458018,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33634","2","Mesquite Farm","Eastbrook Farm","Crone Farm",NA,2018,"Slurry Seal - Contract","Sealant","Contract",70,0,0,0,38360.7168140085,"Proposed",NA,NA,NA,NA,NA,NA,1606.50281484557,"Slurry Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33635","2","Fort Laramie","Powderhouse Dr","Cul-De-Sac",NA,2018,"Fog Seal - Contract","Sealant","Contract",70,0,0,0,13455.5565913492,"Proposed",NA,NA,NA,NA,NA,NA,1197.751679691,"Fog Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33636","2","Campstool Rd","Bronco Way","Dull Knife Way",NA,2018,"Micro Surface - Contract","Sealant","Contract",72,0,0,0,17384.4927320097,"Proposed",NA,NA,NA,NA,NA,NA,630.970264663534,"Microsurface","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33637","2","Ceremony Cv","Bronco Way","Cul-De-Sac",NA,2018,"Micro Surface - Contract","Sealant","Contract",69,0,0,0,11698.1752624352,"Proposed",NA,NA,NA,NA,NA,NA,447.606805096111,"Microsurface","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33639","2","Powderhouse Dr","Fort Laramie","Cul-De-Sac",NA,2018,"Slurry Seal - Contract","Sealant","Contract",71,0,0,0,13172.8789427081,"Proposed",NA,NA,NA,NA,NA,NA,1163.88546822515,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33640","2","Clipper Port","Powderhouse Dr","Wolf Crossing",NA,2018,"Micro Surface - Contract","Sealant","Contract",72,0,0,0,18210.5785875045,"Proposed",NA,NA,NA,NA,NA,NA,660.953055585966,"Microsurface","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33641","2","Fisherman Pier","Clipper Port","Cul-De-Sac",NA,2018,"Slurry Seal - Contract","Sealant","Contract",78,0,0,0,6081.05566972722,"Proposed",NA,NA,NA,NA,NA,NA,271.804749346781,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33642","2","Cheyenne Ct","Dull Knife Way","Eaglecrest Blvd",NA,2018,"Micro Surface - Contract","Sealant","Contract",71,0,0,0,5148.06448284383,"Proposed",NA,NA,NA,NA,NA,NA,148.041245354856,"Microsurface","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33643","2","Cheyenne Loop","Dull Knife Way","Eaglecrest Blvd",NA,2018,"Micro Surface - Contract","Sealant","Contract",76,0,0,0,5358.19450971642,"Proposed",NA,NA,NA,NA,NA,NA,148.837263286953,"Microsurface","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33644","2","Woodbrook","Dead End","Woodhill",NA,2018,"Crack Seal - Contract","Sealant","Contract",86,0,0,0,2483.01466196704,"Proposed",NA,NA,NA,NA,NA,NA,1027.45657681802,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33645","2","Woodcraft","Woodbrook","Stoneshire",NA,2018,"Crack Seal - Contract","Sealant","Contract",89,0,0,0,3550.45811035515,"Proposed",NA,NA,NA,NA,NA,NA,1268.02075369827,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33646","2","Woodgreen","Woodbrook","Stoneshire",NA,2018,"Slurry Seal - Contract","Sealant","Contract",84,0,0,0,11982.1347062159,"Proposed",NA,NA,NA,NA,NA,NA,1097.2650829868,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33647","2","Woodhill","Woodbrook","Stoneshire",NA,2018,"Crack Seal - Contract","Sealant","Contract",95,0,0,0,2078.07749683034,"Proposed",NA,NA,NA,NA,NA,NA,742.170534582266,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33648","2","Dewdrop Ln","QUIET NIGHT LN","SHALLOW BANK",NA,2018,"Crack Seal - Contract","Sealant","Contract",90,0,0,0,3445.10894157548,"Proposed",NA,NA,NA,NA,NA,NA,1148.36964719183,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33649","2","Quiet Night Ln","E Loop 1604 N","Shallow Bank",NA,2018,"Crack Seal - Contract","Sealant","Contract",92,0,0,0,5907.77448892009,"Proposed",NA,NA,NA,NA,NA,NA,1724.4819953517,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33650","2","Fishpond Rd","Cul-De-Sac","QUIET NIGHT LN",NA,2018,"Slurry Seal - Contract","Sealant","Contract",83,0,0,0,6300.93390911905,"Proposed",NA,NA,NA,NA,NA,NA,538.541359753765,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33653","2","Gunlock Crk","Cutting Crk","Cul-De-Sac",NA,2018,"Slurry Seal - Contract","Sealant","Contract",83,0,0,0,1238.00032677523,"Proposed",NA,NA,NA,NA,NA,NA,180.637622476692,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33654","2","Peck Ave","Hampton St","Pecan Valley Dr",NA,2018,"Micro Surface - Contract","Sealant","Contract",71,0,0,0,67377.5953043018,"Proposed",NA,NA,NA,NA,NA,NA,2620.1466566195,"Microsurface","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33657","2","E Drexel Ave","Amanda","Dead End",NA,2018,"Fog Seal - Contract","Sealant","Contract",87,0,0,0,27993.7810896812,"Proposed",NA,NA,NA,NA,NA,NA,2631.17935755457,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33658","2","Hammond Ave","Amanda","Dead End",NA,2018,"Fog Seal - Contract","Sealant","Contract",82,0,0,0,6417.09235276354,"Proposed",NA,NA,NA,NA,NA,NA,603.110183530408,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33662","2","I St","Hampton St","Dead End",NA,2018,"Fog Seal - Contract","Sealant","Contract",91,0,0,0,12681.3266178018,"Proposed",NA,NA,NA,NA,NA,NA,1334.8764860844,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33663","2","Action Ln","Pecan Valley Dr","Supreme",NA,2018,"Fog Seal - Contract","Sealant","Contract",93,0,0,0,4929.3602905759,"Proposed",NA,NA,NA,NA,NA,NA,463.28574159548,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33664","2","Supreme","Action Ln","J St",NA,2018,"Slurry Seal - Contract","Sealant","Contract",85,0,0,0,5859.71189110849,"Proposed",NA,NA,NA,NA,NA,NA,585.656001884082,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33665","2","Adamston","J St","Cul-De-Sac",NA,2018,"Fog Seal - Contract","Sealant","Contract",91,0,0,0,3013.21127781878,"Proposed",NA,NA,NA,NA,NA,NA,372.640627137469,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33666","2","Amberson","J St","Cul-De-Sac",NA,2018,"Slurry Seal - Contract","Sealant","Contract",83,0,0,0,4537.95385533948,"Proposed",NA,NA,NA,NA,NA,NA,469.856666747448,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33667","2","Brice St","H St","F St",NA,2018,"Micro Surface - Contract","Sealant","Contract",76,0,0,0,23678.8079759646,"Proposed",NA,NA,NA,NA,NA,NA,920.809792494891,"Microsurface","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","33668","2","Robeson","Yucca St","Martin Luther King Dr",NA,2018,"Micro Surface - Contract","Sealant","Contract",73,0,0,0,37472.3574956282,"Proposed",NA,NA,NA,NA,NA,NA,1457.20653526429,"Microsurface","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
